survived,pclass,sex,age,sibsp,parch,fare,embarked,embark_town,deck,family_size,is_alone,sex_binary
0,3,male,24.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
0,1,male,28.0,0,0,27.7208,C,Cherbourg,Unknown,1,1,1
0,3,male,23.5,0,0,7.2292,C,Cherbourg,Unknown,1,1,1
0,1,female,2.0,1,2,151.55,S,Southampton,C,4,0,0
1,1,male,28.0,0,0,30.5,S,Southampton,C,1,1,1
1,1,female,50.0,0,1,247.5208,C,Cherbourg,B,2,0,0
1,3,female,28.0,0,0,7.75,Q,Queenstown,Unknown,1,1,0
1,3,male,28.0,2,0,23.25,Q,Queenstown,Unknown,3,0,1
0,3,male,19.0,0,0,0.0,S,Southampton,Unknown,1,1,1
1,2,female,28.0,0,0,12.35,Q,Queenstown,E,1,1,0
0,3,male,28.0,0,0,8.05,S,Southampton,Unknown,1,1,1
1,1,male,0.92,1,2,151.55,S,Southampton,C,4,0,1
1,1,female,28.0,0,0,110.8833,C,Cherbourg,Unknown,1,1,0
1,1,female,17.0,1,0,108.9,C,Cherbourg,C,2,0,0
0,2,male,30.0,1,0,24.0,C,Cherbourg,Unknown,2,0,1
1,1,female,30.0,0,0,56.9292,C,Cherbourg,E,1,1,0
1,1,female,24.0,0,0,83.1583,C,Cherbourg,C,1,1,0
1,1,female,18.0,2,2,262.375,C,Cherbourg,B,5,0,0
0,2,female,26.0,1,1,26.0,S,Southampton,Unknown,3,0,0
0,3,male,28.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
0,2,male,43.0,1,1,26.25,S,Southampton,Unknown,3,0,1
1,3,female,26.0,0,0,7.8542,S,Southampton,Unknown,1,1,0
1,2,female,24.0,1,0,26.0,S,Southampton,Unknown,2,0,0
0,2,male,54.0,0,0,14.0,S,Southampton,Unknown,1,1,1
1,1,female,31.0,0,2,164.8667,S,Southampton,C,3,0,0
1,1,female,40.0,1,1,134.5,C,Cherbourg,E,3,0,0
0,3,male,22.0,0,0,7.25,S,Southampton,Unknown,1,1,1
0,3,male,27.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
1,2,female,30.0,0,0,12.35,Q,Queenstown,Unknown,1,1,0
1,2,female,22.0,1,1,29.0,S,Southampton,Unknown,3,0,0
0,3,male,28.0,8,2,69.55,S,Southampton,Unknown,11,0,1
1,1,female,36.0,0,0,135.6333,C,Cherbourg,C,1,1,0
0,3,male,61.0,0,0,6.2375,S,Southampton,Unknown,1,1,1
1,2,female,36.0,0,0,13.0,S,Southampton,D,1,1,0
1,3,female,31.0,1,1,20.525,S,Southampton,Unknown,3,0,0
1,1,female,16.0,0,1,57.9792,C,Cherbourg,B,2,0,0
1,3,female,28.0,2,0,23.25,Q,Queenstown,Unknown,3,0,0
0,1,male,45.5,0,0,28.5,S,Southampton,C,1,1,1
0,1,male,38.0,0,1,153.4625,S,Southampton,C,2,0,1
0,3,male,16.0,2,0,18.0,S,Southampton,Unknown,3,0,1
1,1,female,28.0,1,0,133.65,S,Southampton,Unknown,2,0,0
0,3,male,28.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
0,1,male,29.0,1,0,66.6,S,Southampton,C,2,0,1
1,1,female,41.0,0,0,134.5,C,Cherbourg,E,1,1,0
1,3,male,45.0,0,0,8.05,S,Southampton,Unknown,1,1,1
0,1,male,45.0,0,0,35.5,S,Southampton,Unknown,1,1,1
1,2,male,2.0,1,1,26.0,S,Southampton,F,3,0,1
1,1,female,24.0,3,2,263.0,S,Southampton,C,6,0,0
0,2,male,28.0,0,0,13.0,S,Southampton,Unknown,1,1,1
0,2,male,25.0,0,0,13.0,S,Southampton,Unknown,1,1,1
0,2,male,36.0,0,0,13.0,S,Southampton,Unknown,1,1,1
1,2,female,24.0,0,0,13.0,S,Southampton,F,1,1,0
1,2,female,40.0,0,0,13.0,S,Southampton,Unknown,1,1,0
1,3,female,28.0,1,0,16.1,S,Southampton,Unknown,2,0,0
1,3,male,3.0,1,1,15.9,S,Southampton,Unknown,3,0,1
0,3,male,42.0,0,0,8.6625,S,Southampton,Unknown,1,1,1
0,3,male,23.0,0,0,9.225,S,Southampton,Unknown,1,1,1
0,1,male,28.0,0,0,35.0,S,Southampton,C,1,1,1
0,3,male,15.0,1,1,7.2292,C,Cherbourg,Unknown,3,0,1
0,3,male,25.0,1,0,17.8,S,Southampton,Unknown,2,0,1
0,3,male,28.0,0,0,7.225,C,Cherbourg,Unknown,1,1,1
0,3,male,28.0,0,0,9.5,S,Southampton,Unknown,1,1,1
1,1,female,22.0,0,1,55.0,S,Southampton,E,2,0,0
0,2,female,38.0,0,0,13.0,S,Southampton,Unknown,1,1,0
1,3,female,28.0,0,0,7.8792,Q,Queenstown,Unknown,1,1,0
1,3,female,28.0,0,0,7.8792,Q,Queenstown,Unknown,1,1,0
0,3,male,40.0,1,4,27.9,S,Southampton,Unknown,6,0,1
0,2,male,29.0,1,0,27.7208,C,Cherbourg,Unknown,2,0,1
0,3,female,45.0,0,1,14.4542,C,Cherbourg,Unknown,2,0,0
0,3,male,35.0,0,0,7.05,S,Southampton,Unknown,1,1,1
0,3,male,28.0,1,0,15.5,Q,Queenstown,Unknown,2,0,1
0,3,male,30.0,0,0,7.25,S,Southampton,Unknown,1,1,1
1,1,female,60.0,1,0,75.25,C,Cherbourg,D,2,0,0
1,3,female,28.0,0,0,7.2292,C,Cherbourg,Unknown,1,1,0
1,3,female,28.0,0,0,7.75,Q,Queenstown,Unknown,1,1,0
1,1,female,24.0,0,0,69.3,C,Cherbourg,B,1,1,0
1,1,male,25.0,1,0,55.4417,C,Cherbourg,E,2,0,1
0,3,male,18.0,1,0,6.4958,S,Southampton,Unknown,2,0,1
0,3,male,19.0,0,0,8.05,S,Southampton,Unknown,1,1,1
0,1,male,22.0,0,0,135.6333,C,Cherbourg,Unknown,1,1,1
0,3,female,3.0,3,1,21.075,S,Southampton,Unknown,5,0,0
1,1,female,28.0,1,0,82.1708,C,Cherbourg,Unknown,2,0,0
1,3,female,22.0,0,0,7.25,S,Southampton,Unknown,1,1,0
0,1,male,27.0,0,2,211.5,C,Cherbourg,C,3,0,1
0,3,male,20.0,0,0,4.0125,C,Cherbourg,Unknown,1,1,1
0,3,male,19.0,0,0,7.775,S,Southampton,Unknown,1,1,1
1,1,female,42.0,0,0,227.525,C,Cherbourg,Unknown,1,1,0
1,3,female,1.0,0,2,15.7417,C,Cherbourg,Unknown,3,0,0
0,3,male,32.0,0,0,7.925,S,Southampton,Unknown,1,1,1
1,1,female,35.0,1,0,52.0,S,Southampton,Unknown,2,0,0
0,3,male,28.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
0,2,male,18.0,0,0,73.5,S,Southampton,Unknown,1,1,1
0,3,male,1.0,5,2,46.9,S,Southampton,Unknown,8,0,1
1,2,female,36.0,0,0,13.0,S,Southampton,Unknown,1,1,0
0,3,male,28.0,0,0,7.7292,Q,Queenstown,Unknown,1,1,1
1,2,female,17.0,0,0,12.0,C,Cherbourg,Unknown,1,1,0
1,1,male,36.0,1,2,120.0,S,Southampton,B,4,0,1
1,3,male,21.0,0,0,7.7958,S,Southampton,Unknown,1,1,1
0,3,male,28.0,2,0,7.925,S,Southampton,Unknown,3,0,1
1,1,female,23.0,1,0,113.275,C,Cherbourg,D,2,0,0
1,3,female,24.0,0,2,16.7,S,Southampton,G,3,0,0
0,3,male,22.0,0,0,7.7958,S,Southampton,Unknown,1,1,1
0,3,female,31.0,0,0,7.8542,S,Southampton,Unknown,1,1,0
0,2,male,46.0,0,0,26.0,S,Southampton,Unknown,1,1,1
0,2,male,23.0,0,0,10.5,S,Southampton,Unknown,1,1,1
1,2,female,28.0,0,0,12.65,S,Southampton,Unknown,1,1,0
1,3,male,39.0,0,0,7.925,S,Southampton,Unknown,1,1,1
0,3,male,26.0,0,0,8.05,S,Southampton,Unknown,1,1,1
0,3,female,21.0,1,0,9.825,S,Southampton,Unknown,2,0,0
0,3,male,28.0,1,0,15.85,S,Southampton,Unknown,2,0,1
0,3,female,20.0,0,0,8.6625,S,Southampton,Unknown,1,1,0
0,2,male,34.0,1,0,21.0,S,Southampton,Unknown,2,0,1
0,3,male,51.0,0,0,7.75,S,Southampton,Unknown,1,1,1
1,2,male,3.0,1,1,18.75,S,Southampton,Unknown,3,0,1
0,3,male,21.0,0,0,7.775,S,Southampton,Unknown,1,1,1
0,3,female,28.0,3,1,25.4667,S,Southampton,Unknown,5,0,0
0,3,male,28.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,6.8583,Q,Queenstown,Unknown,1,1,1
1,1,female,33.0,1,0,90.0,Q,Queenstown,C,2,0,0
0,2,male,28.0,0,0,0.0,S,Southampton,Unknown,1,1,1
1,3,male,44.0,0,0,7.925,S,Southampton,Unknown,1,1,1
0,3,female,28.0,0,0,8.05,S,Southampton,Unknown,1,1,0
1,2,female,34.0,1,1,32.5,S,Southampton,Unknown,3,0,0
1,2,female,18.0,0,2,13.0,S,Southampton,Unknown,3,0,0
0,2,male,30.0,0,0,13.0,S,Southampton,Unknown,1,1,1
0,3,female,10.0,0,2,24.15,S,Southampton,Unknown,3,0,0
0,3,male,28.0,0,0,7.8958,C,Cherbourg,Unknown,1,1,1
0,3,male,21.0,0,0,7.7333,Q,Queenstown,Unknown,1,1,1
0,3,male,29.0,0,0,7.875,S,Southampton,Unknown,1,1,1
0,3,female,28.0,1,1,14.4,S,Southampton,Unknown,3,0,0
0,3,male,18.0,1,1,20.2125,S,Southampton,Unknown,3,0,1
0,3,male,28.0,0,0,7.25,S,Southampton,Unknown,1,1,1
1,2,female,28.0,1,0,26.0,S,Southampton,Unknown,2,0,0
1,2,female,19.0,0,0,26.0,S,Southampton,Unknown,1,1,0
0,3,male,28.0,0,0,7.75,Q,Queenstown,Unknown,1,1,1
1,3,male,32.0,0,0,8.05,S,Southampton,E,1,1,1
1,1,male,28.0,0,0,26.55,S,Southampton,C,1,1,1
1,3,female,28.0,1,0,16.1,S,Southampton,Unknown,2,0,0
1,2,female,42.0,1,0,26.0,S,Southampton,Unknown,2,0,0
0,3,male,17.0,0,0,7.125,S,Southampton,Unknown,1,1,1
0,1,male,50.0,1,0,55.9,S,Southampton,E,2,0,1
1,1,female,14.0,1,2,120.0,S,Southampton,B,4,0,0
0,3,female,21.0,2,2,34.375,S,Southampton,Unknown,5,0,0
1,2,female,24.0,2,3,18.75,S,Southampton,Unknown,6,0,0
0,1,male,64.0,1,4,263.0,S,Southampton,C,6,0,1
0,2,male,31.0,0,0,10.5,S,Southampton,Unknown,1,1,1
1,2,female,45.0,1,1,26.25,S,Southampton,Unknown,3,0,0
0,3,male,20.0,0,0,9.5,S,Southampton,Unknown,1,1,1
0,3,male,25.0,1,0,7.775,S,Southampton,Unknown,2,0,1
1,2,female,28.0,0,0,13.0,S,Southampton,Unknown,1,1,0
1,3,male,28.0,0,0,8.1125,S,Southampton,Unknown,1,1,1
1,1,male,4.0,0,2,81.8583,S,Southampton,A,3,0,1
1,2,female,13.0,0,1,19.5,S,Southampton,Unknown,2,0,0
1,1,male,34.0,0,0,26.55,S,Southampton,Unknown,1,1,1
1,3,female,5.0,2,1,19.2583,C,Cherbourg,Unknown,4,0,0
1,1,male,52.0,0,0,30.5,S,Southampton,C,1,1,1
0,2,male,36.0,1,2,27.75,S,Southampton,Unknown,4,0,1
0,3,male,28.0,1,0,19.9667,S,Southampton,Unknown,2,0,1
0,1,male,30.0,0,0,27.75,C,Cherbourg,C,1,1,1
1,1,male,49.0,1,0,89.1042,C,Cherbourg,C,2,0,1
0,3,male,28.0,0,0,8.05,S,Southampton,Unknown,1,1,1
1,3,male,29.0,0,0,7.8958,C,Cherbourg,Unknown,1,1,1
0,1,male,65.0,0,0,26.55,S,Southampton,E,1,1,1
1,1,female,28.0,1,0,51.8625,S,Southampton,D,2,0,0
1,2,female,50.0,0,0,10.5,S,Southampton,Unknown,1,1,0
0,3,male,28.0,0,0,7.75,Q,Queenstown,Unknown,1,1,1
1,1,male,48.0,0,0,26.55,S,Southampton,E,1,1,1
0,3,male,34.0,0,0,8.05,S,Southampton,Unknown,1,1,1
0,1,male,47.0,0,0,38.5,S,Southampton,E,1,1,1
0,2,male,48.0,0,0,13.0,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,8.05,S,Southampton,Unknown,1,1,1
0,3,male,38.0,0,0,7.05,S,Southampton,Unknown,1,1,1
0,2,male,28.0,0,0,0.0,S,Southampton,Unknown,1,1,1
0,1,male,56.0,0,0,26.55,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,7.725,Q,Queenstown,Unknown,1,1,1
1,3,female,0.75,2,1,19.2583,C,Cherbourg,Unknown,4,0,0
0,3,male,28.0,0,0,7.25,S,Southampton,Unknown,1,1,1
0,3,male,38.0,0,0,8.6625,S,Southampton,Unknown,1,1,1
1,2,female,33.0,1,2,27.75,S,Southampton,Unknown,4,0,0
1,2,female,23.0,0,0,13.7917,C,Cherbourg,D,1,1,0
0,3,female,22.0,0,0,9.8375,S,Southampton,Unknown,1,1,0
0,1,male,28.0,0,0,52.0,S,Southampton,A,1,1,1
0,2,male,34.0,1,0,21.0,S,Southampton,Unknown,2,0,1
0,3,male,29.0,1,0,7.0458,S,Southampton,Unknown,2,0,1
0,3,male,22.0,0,0,7.5208,S,Southampton,Unknown,1,1,1
1,3,female,2.0,0,1,12.2875,S,Southampton,Unknown,2,0,0
0,3,male,9.0,5,2,46.9,S,Southampton,Unknown,8,0,1
0,2,male,28.0,0,0,0.0,S,Southampton,Unknown,1,1,1
0,3,male,50.0,0,0,8.05,S,Southampton,Unknown,1,1,1
1,3,female,63.0,0,0,9.5875,S,Southampton,Unknown,1,1,0
1,1,male,25.0,1,0,91.0792,C,Cherbourg,B,2,0,1
0,3,female,28.0,3,1,25.4667,S,Southampton,Unknown,5,0,0
1,1,female,35.0,1,0,90.0,S,Southampton,C,2,0,0
0,1,male,58.0,0,0,29.7,C,Cherbourg,B,1,1,1
0,3,male,30.0,0,0,8.05,S,Southampton,Unknown,1,1,1
1,3,male,9.0,1,1,15.9,S,Southampton,Unknown,3,0,1
0,3,male,28.0,1,0,19.9667,S,Southampton,Unknown,2,0,1
0,3,male,21.0,0,0,7.25,S,Southampton,Unknown,1,1,1
0,1,male,55.0,0,0,30.5,S,Southampton,C,1,1,1
0,1,male,71.0,0,0,49.5042,C,Cherbourg,Unknown,1,1,1
0,3,male,21.0,0,0,8.05,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,14.4583,C,Cherbourg,Unknown,1,1,1
1,1,female,54.0,1,0,78.2667,C,Cherbourg,D,2,0,0
0,3,male,28.0,0,0,15.1,S,Southampton,Unknown,1,1,1
0,1,female,25.0,1,2,151.55,S,Southampton,C,4,0,0
0,3,male,24.0,0,0,7.7958,S,Southampton,Unknown,1,1,1
0,3,male,17.0,0,0,8.6625,S,Southampton,Unknown,1,1,1
0,3,female,21.0,0,0,7.75,Q,Queenstown,Unknown,1,1,0
0,3,female,28.0,0,0,7.6292,Q,Queenstown,Unknown,1,1,0
0,3,female,37.0,0,0,9.5875,S,Southampton,Unknown,1,1,0
1,1,female,16.0,0,0,86.5,S,Southampton,B,1,1,0
0,1,male,18.0,1,0,108.9,C,Cherbourg,C,2,0,1
1,2,female,33.0,0,2,26.0,S,Southampton,Unknown,3,0,0
1,1,male,28.0,0,0,26.55,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,22.525,S,Southampton,Unknown,1,1,1
1,3,male,26.0,0,0,56.4958,S,Southampton,Unknown,1,1,1
1,3,male,29.0,0,0,7.75,Q,Queenstown,Unknown,1,1,1
0,3,male,28.0,0,0,8.05,S,Southampton,Unknown,1,1,1
1,1,male,36.0,0,0,26.2875,S,Southampton,E,1,1,1
1,1,female,54.0,1,0,59.4,C,Cherbourg,Unknown,2,0,0
0,3,male,24.0,0,0,7.4958,S,Southampton,Unknown,1,1,1
0,1,male,47.0,0,0,34.0208,S,Southampton,D,1,1,1
1,2,female,34.0,0,0,10.5,S,Southampton,F,1,1,0
0,3,male,28.0,0,0,24.15,Q,Queenstown,Unknown,1,1,1
1,2,female,36.0,1,0,26.0,S,Southampton,Unknown,2,0,0
0,3,male,32.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
1,1,female,30.0,0,0,93.5,S,Southampton,B,1,1,0
0,3,male,22.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,7.225,C,Cherbourg,Unknown,1,1,1
1,1,female,44.0,0,1,57.9792,C,Cherbourg,B,2,0,0
0,3,male,28.0,0,0,7.2292,C,Cherbourg,Unknown,1,1,1
0,3,male,40.5,0,0,7.75,Q,Queenstown,Unknown,1,1,1
1,2,female,50.0,0,0,10.5,S,Southampton,Unknown,1,1,0
0,1,male,28.0,0,0,221.7792,S,Southampton,C,1,1,1
0,3,male,39.0,0,0,7.925,S,Southampton,Unknown,1,1,1
0,2,male,23.0,2,1,11.5,S,Southampton,Unknown,4,0,1
1,2,female,2.0,1,1,26.0,S,Southampton,Unknown,3,0,0
0,3,male,28.0,0,0,7.2292,C,Cherbourg,Unknown,1,1,1
0,3,male,17.0,1,1,7.2292,C,Cherbourg,Unknown,3,0,1
1,3,female,28.0,0,2,22.3583,C,Cherbourg,Unknown,3,0,0
0,3,female,30.0,0,0,8.6625,S,Southampton,Unknown,1,1,0
1,2,female,7.0,0,2,26.25,S,Southampton,Unknown,3,0,0
0,1,male,45.0,0,0,26.55,S,Southampton,B,1,1,1
1,1,female,30.0,0,0,106.425,C,Cherbourg,Unknown,1,1,0
0,3,male,28.0,0,0,14.5,S,Southampton,Unknown,1,1,1
1,1,female,22.0,0,2,49.5,C,Cherbourg,B,3,0,0
1,1,female,36.0,0,2,71.0,S,Southampton,B,3,0,0
0,3,female,9.0,4,2,31.275,S,Southampton,Unknown,7,0,0
0,3,female,11.0,4,2,31.275,S,Southampton,Unknown,7,0,0
1,2,male,32.0,1,0,26.0,S,Southampton,Unknown,2,0,1
0,1,male,50.0,1,0,106.425,C,Cherbourg,C,2,0,1
0,1,male,64.0,0,0,26.0,S,Southampton,Unknown,1,1,1
1,2,female,19.0,1,0,26.0,S,Southampton,Unknown,2,0,0
1,2,male,28.0,0,0,13.8625,C,Cherbourg,Unknown,1,1,1
0,3,male,33.0,1,1,20.525,S,Southampton,Unknown,3,0,1
1,2,male,8.0,1,1,36.75,S,Southampton,Unknown,3,0,1
1,1,male,17.0,0,2,110.8833,C,Cherbourg,C,3,0,1
0,2,male,27.0,0,0,26.0,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,7.8292,Q,Queenstown,Unknown,1,1,1
1,3,male,22.0,0,0,7.225,C,Cherbourg,Unknown,1,1,1
1,3,female,22.0,0,0,7.775,S,Southampton,Unknown,1,1,0
0,1,male,62.0,0,0,26.55,S,Southampton,Unknown,1,1,1
1,1,female,48.0,1,0,39.6,C,Cherbourg,A,2,0,0
0,1,male,28.0,0,0,227.525,C,Cherbourg,Unknown,1,1,1
1,1,female,39.0,1,1,79.65,S,Southampton,E,3,0,0
1,3,female,36.0,1,0,17.4,S,Southampton,Unknown,2,0,0
0,3,male,28.0,0,0,7.75,Q,Queenstown,Unknown,1,1,1
0,3,male,40.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
0,2,male,28.0,0,0,13.5,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,8.05,S,Southampton,Unknown,1,1,1
0,3,female,28.0,0,0,8.05,S,Southampton,Unknown,1,1,0
0,3,male,24.0,2,0,24.15,S,Southampton,Unknown,3,0,1
0,3,male,19.0,0,0,7.8958,S,Southampton,Unknown,1,1,1
0,3,female,29.0,0,4,21.075,S,Southampton,Unknown,5,0,0
0,3,male,28.0,0,0,7.2292,C,Cherbourg,Unknown,1,1,1
1,3,male,32.0,0,0,7.8542,S,Southampton,Unknown,1,1,1
1,2,male,62.0,0,0,10.5,S,Southampton,Unknown,1,1,1
1,1,female,53.0,2,0,51.4792,S,Southampton,C,3,0,0
1,1,male,36.0,0,0,26.3875,S,Southampton,E,1,1,1
1,3,female,28.0,0,0,7.75,Q,Queenstown,Unknown,1,1,0
0,3,male,16.0,0,0,8.05,S,Southampton,Unknown,1,1,1
0,3,male,19.0,0,0,14.5,S,Southampton,Unknown,1,1,1
1,2,female,34.0,0,0,13.0,S,Southampton,Unknown,1,1,0
1,1,female,39.0,1,0,55.9,S,Southampton,E,2,0,0
0,3,female,28.0,1,0,14.4583,C,Cherbourg,Unknown,2,0,0
1,3,male,32.0,0,0,7.925,S,Southampton,Unknown,1,1,1
1,2,female,25.0,1,1,30.0,S,Southampton,Unknown,3,0,0
1,1,female,39.0,1,1,110.8833,C,Cherbourg,C,3,0,0
0,2,male,54.0,0,0,26.0,S,Southampton,Unknown,1,1,1
0,1,male,36.0,0,0,40.125,C,Cherbourg,A,1,1,1
0,3,male,28.0,0,0,8.7125,C,Cherbourg,Unknown,1,1,1
1,1,female,18.0,0,2,79.65,S,Southampton,E,3,0,0
0,2,male,47.0,0,0,15.0,S,Southampton,Unknown,1,1,1
1,1,male,60.0,1,1,79.2,C,Cherbourg,B,3,0,1
0,3,male,22.0,0,0,8.05,S,Southampton,Unknown,1,1,1
0,3,male,28.0,0,0,8.05,S,Southampton,Unknown,1,1,1
0,3,male,35.0,0,0,7.125,S,Southampton,Unknown,1,1,1
1,1,female,52.0,1,0,78.2667,C,Cherbourg,D,2,0,0
